trainee_number,quality_group_score,cognition,initial_rating_score,final_instructor_score,sea_command,land_command,command_final,thinking_ability_final,sea_performance_final,teamwork_final,stress_resilience_final,persistence_final,motivation,structures_test,sea_rowing,sea_rowing_test,fuel_regulator_test,navigation_test,gps_test,fire_extinguishing_test,marine_navigation_radar_test,professional_lecture,lecture_from_home,submarine_heating_exercise,topographic_map_exercise,raft_exercise,ps2_exercise,commander_qualities_exercise,billion_dollar_exercise,rowing,ship_interception_exercise,hole_digging,sociometric_stretchers,journey_1,journey_2,sociometric_rope,crawls,hydraulic_system_test,submarine_watch_exercise,m16_disassembly,m16_assembly,m16_final,psychologist_interview,psychologist_final,naval_officers_formula_score,number_of_trainees_in_group,commander_sociometric_position,friend_sociometric_position,commander_sociometric_ninths,friend_sociometric_ninths,commander_sociometric_percentile,cubes_in_darkness,pull_up_exercise,acid_stream_exercise,rowing_competition,material_evacuation_exercise,machinery_component_understanding,machinery_mechanical_system_analysis,machinery_drawing_analysis,machinery_understanding_physical_forces,machinery_final_suitability_score,machinery_recommendation,electronics_simulator_score,electronics_electrical_circuit_test,electronics_interview,electronics_final_suitability_score,electronics_recommendation,conduct_two_assessments_flag,short_assessment
81,55,80,0,8,7,7,7,6,7,6,8,7,8,0,40,40,70,54,60,0,0,4,0,0,5,6,5,7,4,6,6,6,6,6,6,5,7,0,4,0,0,5,0,0,57,14,10,3,5,6,35.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,55,70,0,7,7,6,0,0,0,8,0,0,0,80,80,20,36,14,10,0,1,6,0,0,0,6,5,6,0,0,3,0,0,7,6,0,6,32,0,0,0,0,0,0,68,12,6,10,5,4,58.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,55,80,25,7,6,4,6,8,6,6,7,7,8,80,100,40,64,9,60,0,0,9,6,0,0,7,6,4,4,5,7,5,3,5,7,5,0,0,0,0,0,0,0,0,69,16,3,1,7,6,87.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,56,70,35,5,6,4,6,4,7,5,4,5,7,0,0,0,65,0,60,88,46,3,4,0,0,0,5,6,6,7,0,6,6,5,5,0,0,0,0,0,0,0,0,3,66,11,1,5,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
46,54,70,0,3,4,3,3,4,4,4,3,4,7,100,60,20,63,16,70,0,0,3,4,2,0,6,1,5,4,5,2,4,2,4,5,3,3,0,0,0,0,0,0,0,44,10,8,5,4,5,30.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,55,70,29,3,3,4,3,5,4,6,2,3,0,100,80,40,84,32,50,0,0,3,7,4,0,6,5,6,4,7,4,5,5,7,7,8,7,0,4,4,4,4,0,6,50,13,7,5,6,5,53.8,0,6,0,0,6.0,8,7,7,7,1,0,39,8,9,9,1,0,1
79,54,70,26,6,7,5,6,6,6,6,5,7,6,80,60,40,62,28,50,0,0,7,8,5,6,6,6,3,6,0,2,8,6,7,6,6,8,40,5,0,0,2,0,0,70,12,2,1,7,7,91.7,0,0,0,0,5.0,7,7,8,0,6,1,0,0,0,0,0,0,1
528,56,90,28,7,7,4,6,6,7,7,7,6,6,60,40,0,76,32,0,0,0,6,7,0,0,7,7,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,66,13,6,4,5,6,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,55,60,36,6,3,3,4,6,7,5,7,6,8,0,80,60,88,0,40,0,42,7,8,7,0,6,4,5,6,6,5,0,6,5,0,6,0,0,0,0,0,0,0,0,58,16,6,11,6,4,68.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,56,90,27,5,5,3,4,4,5,8,3,5,5,0,40,40,64,32,30,0,0,7,0,0,4,5,5,5,0,5,3,4,5,5,4,4,0,0,4,0,0,0,0,0,72,13,1,6,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,55,80,28,6,6,6,6,7,6,8,8,8,6,100,80,40,33,28,20,0,0,8,0,0,8,4,7,7,7,8,4,7,7,8,7,8,5,0,3,0,0,5,0,0,72,15,4,1,7,8,80.0,0,0,0,8,7.0,0,0,0,0,0,0,0,3,0,4,0,0,1
28,53,60,0,7,7,8,7,5,6,6,7,7,7,0,40,40,66,15,40,0,0,4,4,1,6,5,5,8,4,0,5,4,6,6,7,6,7,0,0,0,0,0,0,0,53,11,10,5,4,5,18.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,54,70,28,7,5,0,6,5,5,6,6,6,7,100,20,40,56,38,60,0,0,6,3,0,0,4,4,4,5,0,5,0,4,5,5,0,0,36,4,7,2,5,0,0,58,13,6,6,5,5,57.7,4,5,4,0,0.0,5,6,6,6,1,0,6,6,5,2,0,0,1
280,55,90,25,2,5,5,6,5,5,4,5,7,5,40,20,1,34,50,5,0,0,5,5,0,3,6,7,5,5,2,2,8,8,4,0,8,8,68,4,4,0,0,0,0,58,12,2,7,7,5,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,53,60,27,0,6,5,0,7,0,8,8,8,0,80,20,20,42,20,10,0,0,6,0,0,0,6,6,4,4,0,3,6,8,0,0,0,7,44,5,0,0,3,0,5,72,14,2,5,7,6,92.9,0,0,0,0,0.0,1,1,1,1,2,0,45,0,5,0,2,0,1
281,56,90,32,6,6,7,7,3,5,5,5,6,7,100,80,40,47,18,30,0,0,6,2,0,0,4,2,6,3,5,0,0,7,5,1,5,0,48,5,0,0,5,0,0,67,12,2,1,7,7,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,56,90,26,8,8,7,7,8,8,8,8,7,9,100,40,60,59,43,40,0,0,7,8,0,0,7,8,6,8,8,7,4,6,7,7,7,5,0,6,8,8,8,0,0,71,14,6,7,6,5,64.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,55,70,29,6,6,6,6,5,6,7,7,7,7,100,80,80,70,42,0,0,50,7,8,6,0,5,6,6,6,5,5,4,4,5,5,5,5,28,6,0,0,5,0,0,70,15,3,2,7,6,86.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,55,80,29,6,6,5,5,6,7,7,7,6,7,80,80,80,65,38,80,0,0,6,7,7,0,6,6,5,5,6,0,6,7,6,7,5,0,0,0,0,0,0,0,0,72,12,1,3,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,56,90,26,7,6,7,7,6,7,7,7,7,6,100,40,20,76,0,90,70,0,7,6,0,6,7,7,6,7,7,5,4,3,7,7,2,6,0,0,0,0,0,0,0,72,11,1,2,7,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,55,70,28,6,6,7,6,7,6,6,7,6,8,60,40,60,20,3,50,0,0,8,4,0,5,7,6,7,8,6,4,0,3,5,5,0,6,52,4,0,0,6,0,0,70,14,2,2,7,7,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,54,80,0,5,5,7,6,6,6,6,6,7,2,100,60,20,59,35,40,0,0,6,0,0,6,5,5,7,0,0,7,0,6,5,6,6,7,40,6,0,0,7,0,0,55,14,10,12,5,4,39.3,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,55,80,29,5,6,5,5,5,6,7,4,6,0,80,60,40,54,24,80,0,0,7,4,4,0,6,4,4,0,6,4,0,5,5,5,0,5,40,4,0,0,2,0,3,60,11,8,7,4,4,36.4,0,7,0,0,5.0,1,1,1,1,3,0,2,5,2,2,0,0,1
337,56,90,27,7,7,6,7,7,6,7,6,7,0,80,40,20,98,54,80,0,0,6,7,0,3,6,7,5,6,0,3,0,6,0,0,0,7,0,7,0,0,7,0,4,70,15,3,2,7,7,86.7,0,5,6,0,0.0,9,9,9,9,1,0,10,7,9,1,0,0,1
118,56,90,0,8,6,7,0,0,7,7,0,0,0,60,7,6,8,4,7,7,7,4,0,8,6,5,5,8,7,0,6,8,4,5,6,7,7,6,5,44,70,4,0,0,68,13,2,2,7,6,92.3,5,4,7,0,8.0,4,4,4,6,2,0,1,5,1,2,0,0,1
31,56,90,36,6,5,7,6,7,6,5,5,6,8,100,100,40,90,34,50,0,0,8,7,7,0,6,5,5,5,6,0,6,6,6,7,6,0,0,0,0,0,0,0,0,63,12,5,12,6,3,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,55,80,27,6,6,4,5,6,6,5,5,5,7,80,100,60,78,30,60,0,0,5,5,0,4,4,5,0,0,4,5,0,4,0,5,0,4,56,4,0,0,8,0,0,64,13,2,4,8,6,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,55,80,31,6,6,6,6,6,4,7,7,6,8,100,80,60,58,30,60,0,0,6,0,0,0,5,6,5,5,0,5,0,6,5,6,5,4,55,6,0,0,0,0,0,71,14,2,2,7,7,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,54,80,24,6,6,5,6,7,6,5,5,4,8,100,100,80,0,22,60,0,50,5,8,0,0,6,5,6,6,5,3,0,7,4,6,0,5,54,4,4,4,4,0,5,63,16,2,4,7,6,93.8,7,0,6,0,0.0,0,0,0,0,0,0,6,5,6,1,0,0,1
57,54,60,27,2,3,2,2,5,3,2,2,3,0,60,40,40,60,17,60,0,0,7,6,0,0,7,6,4,3,3,2,4,4,2,4,1,6,36,6,0,1,4,0,3,51,12,3,5,7,6,83.3,0,4,6,2,3.0,4,4,4,3,2,0,0,0,0,0,0,0,1
20,56,90,0,6,6,6,6,6,6,7,6,6,6,80,80,40,40,34,0,46,40,8,7,0,0,6,4,6,4,5,6,6,4,4,5,6,0,64,6,6,6,6,0,0,71,11,3,3,7,6,81.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,56,90,29,7,8,7,7,7,0,6,6,6,8,100,40,40,66,37,90,40,55,7,7,5,5,0,7,5,7,0,7,0,4,0,5,5,4,72,0,0,0,6,0,0,68,10,4,9,6,4,65.0,8,0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,56,70,33,6,6,5,6,7,5,5,6,7,8,100,60,60,80,70,30,0,0,6,0,0,7,4,5,6,4,4,8,0,5,5,5,5,0,40,6,8,8,8,0,0,69,15,1,9,7,5,100.0,0,0,0,0,5.0,5,4,5,0,5,0,35,7,0,7,0,0,1
180,56,80,28,6,5,4,5,6,6,6,6,6,0,80,60,60,60,20,70,0,0,6,7,0,0,5,6,5,5,6,0,6,7,5,6,5,6,0,1,0,0,7,0,0,57,16,9,9,5,5,50.0,0,0,0,0,5.0,6,6,6,6,3,0,15,6,6,5,2,0,1
99,54,90,18,5,4,5,5,6,5,4,6,4,6,80,100,80,40,35,20,0,0,6,6,8,0,5,3,5,0,4,0,5,6,5,6,5,0,0,5,0,0,4,0,0,49,14,6,10,6,5,64.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
504,53,60,28,6,4,4,5,4,7,6,4,5,5,80,100,20,70,46,20,0,0,6,4,0,0,7,3,5,0,7,2,0,3,4,5,6,0,0,5,0,0,6,0,0,55,13,7,4,6,6,53.8,0,0,0,0,0.0,8,6,6,6,1,0,5,7,5,2,0,0,1
160,55,80,29,6,5,7,6,6,6,6,6,6,7,100,80,0,47,38,50,0,0,6,6,0,6,5,5,3,4,4,3,0,4,4,5,0,4,0,0,0,0,0,0,0,64,13,3,3,7,6,84.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,55,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,56,90,28,6,4,6,6,7,4,7,6,7,4,100,20,80,56,30,30,34,0,8,0,0,5,6,7,6,5,4,7,0,4,5,5,0,2,64,8,0,0,4,0,0,66,14,4,2,7,7,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,55,80,29,7,7,8,8,7,5,3,5,4,7,80,60,20,65,44,40,0,0,7,7,0,3,3,6,0,4,0,4,6,5,7,5,5,8,0,6,0,0,5,0,0,65,15,2,5,7,6,93.3,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,56,80,34,7,6,6,6,6,7,6,6,7,9,100,80,60,56,32,50,0,0,6,0,0,0,7,5,5,4,0,6,0,6,4,7,5,4,48,5,100,190,7,0,0,70,13,2,3,8,7,92.3,0,0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,56,90,30,7,8,7,8,7,8,7,7,6,8,100,60,60,0,44,60,0,30,7,7,0,0,6,7,7,8,7,7,0,6,6,5,0,5,72,6,7,7,7,0,0,71,16,6,6,5,6,68.8,8,0,7,0,0.0,0,0,0,0,0,0,3,7,3,2,0,0,1
98,56,90,0,7,7,8,7,8,7,8,8,7,6,100,80,40,46,44,50,0,0,9,0,0,7,6,7,6,0,0,8,0,6,5,6,6,6,40,7,0,0,8,0,0,80,14,1,1,7,6,100.0,0,0,0,0,5.0,8,8,8,0,8,0,34,2,0,2,0,0,1
169,56,80,30,6,6,3,6,6,6,7,6,7,0,80,60,60,55,18,50,82,32,3,5,0,0,7,6,2,5,5,1,5,2,5,5,5,6,0,0,0,0,0,0,0,59,16,9,5,5,6,50.0,0,0,0,0,0.0,5,5,5,5,2,0,54,5,5,5,2,0,1
136,56,90,29,6,4,8,6,6,6,6,6,6,0,100,80,20,80,48,60,0,0,3,0,0,5,7,6,6,4,6,4,0,4,6,6,0,5,0,4,0,0,6,0,0,55,15,6,13,5,4,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,55,80,27,5,6,4,5,6,5,5,5,6,0,80,80,40,78,34,60,0,0,5,3,4,0,5,6,3,0,0,5,0,6,6,6,0,0,32,7,0,0,6,0,4,58,11,5,2,6,7,63.6,0,5,0,0,6.0,5,3,5,5,1,0,4,7,4,2,0,0,1
12,54,60,0,7,6,8,7,5,7,7,6,8,7,80,60,20,40,24,10,0,0,6,0,0,0,8,2,7,2,5,6,0,3,6,6,0,3,8,0,0,0,2,0,0,61,14,9,14,4,3,42.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,55,70,31,7,7,7,7,7,8,7,6,7,0,100,80,80,37,44,0,0,30,7,7,0,0,7,7,5,7,7,8,0,8,5,6,5,0,0,0,0,0,5,0,0,76,14,1,4,8,6,100.0,0,0,7,0,0.0,8,7,8,8,3,0,4,7,4,2,0,0,1
20,56,80,31,8,6,8,8,5,8,7,7,7,8,100,80,60,12,22,50,54,0,8,8,0,6,7,8,0,0,0,6,0,7,6,0,0,5,64,7,0,0,3,0,0,71,12,3,3,7,6,83.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,56,90,0,7,6,7,7,8,0,7,7,8,8,60,60,60,70,40,50,90,60,7,8,5,7,7,8,6,5,0,7,0,0,0,5,5,8,56,5,0,0,7,0,0,70,10,3,7,7,4,85.0,4,0,5,0,6.0,8,8,6,0,8,1,66,5,9,9,1,0,1
109,56,80,0,6,6,6,6,8,8,7,2,2,9,100,60,80,60,30,50,0,0,4,7,0,6,7,6,5,0,0,8,0,2,2,2,4,3,48,0,0,0,6,0,0,62,13,6,4,5,6,61.5,0,0,0,0,0.0,1,2,1,2,2,0,6,10,0,1,0,0,1
15,56,90,30,6,4,5,5,5,6,5,7,7,8,60,20,1,56,25,50,55,0,7,7,0,4,6,4,6,4,6,6,7,6,6,6,5,6,36,6,0,0,5,0,3,51,9,7,4,4,5,33.3,6,6,6,0,6.0,6,5,5,7,1,0,48,7,9,9,1,0,1
569,56,80,34,6,5,6,6,5,6,7,6,7,7,80,60,20,40,30,20,0,0,6,8,0,0,6,4,0,4,4,0,0,0,0,0,0,0,36,4,8,8,8,0,0,70,12,2,2,7,7,91.7,5,6,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,55,80,26,0,6,6,0,8,0,5,6,7,0,60,20,60,68,30,60,0,0,5,0,0,0,6,6,4,3,0,5,9,4,0,0,0,5,80,3,3,0,4,0,0,62,14,3,1,7,7,85.7,0,0,0,0,0.0,7,6,6,6,1,0,31,9,8,8,1,0,1
41,56,90,31,7,7,7,7,8,6,8,6,6,8,100,60,20,60,70,70,0,0,8,8,0,0,8,4,5,6,5,5,3,9,5,6,0,4,56,5,0,0,5,0,0,78,14,2,4,7,7,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,56,70,0,7,7,6,7,5,6,7,6,7,8,100,80,10,42,0,30,0,0,7,6,6,6,5,5,6,5,7,6,6,5,6,6,6,7,0,0,0,0,0,0,0,74,11,2,10,6,4,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
570,56,90,30,7,7,6,7,8,6,6,6,7,8,100,40,40,60,70,70,0,0,7,8,0,0,7,7,0,7,7,0,0,0,0,0,0,0,72,4,6,6,6,0,0,63,12,7,10,5,4,50.0,5,7,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,53,60,0,6,8,6,6,7,8,6,6,7,0,100,100,20,69,20,30,0,0,3,6,0,8,6,4,4,4,0,6,0,4,4,1,5,0,60,0,3,3,3,0,5,68,12,3,5,7,6,83.3,0,5,0,0,0.0,3,1,1,3,2,0,2,5,0,2,0,0,1
33,56,70,36,6,4,5,5,6,4,6,7,7,6,100,60,40,63,40,50,0,0,5,0,3,0,5,6,6,6,0,0,0,8,5,7,0,7,0,0,0,0,0,0,0,62,12,4,5,7,5,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,54,60,0,6,7,0,7,5,0,8,7,8,8,100,60,60,65,18,50,56,40,6,6,4,0,5,7,5,6,0,4,0,0,0,0,0,5,64,6,0,0,5,0,0,76,9,1,4,8,6,100.0,6,0,5,0,0.0,5,5,6,0,6,1,18,3,1,1,3,0,1
252,56,80,33,7,7,6,7,6,6,7,6,7,8,60,60,60,56,38,40,0,0,5,0,0,0,5,5,6,0,6,4,0,7,6,6,0,0,56,7,0,0,6,0,0,74,16,1,1,9,8,100.0,0,0,0,0,0.0,8,9,7,9,1,0,9,9,8,1,0,0,1
16,56,80,0,7,7,7,7,5,6,6,7,7,8,80,40,20,4,36,70,0,0,7,8,0,6,6,6,6,6,0,2,0,6,6,7,6,7,36,5,4,5,5,0,0,69,14,4,4,6,6,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,55,80,28,6,7,5,6,6,7,7,6,7,6,80,80,60,55,32,50,0,0,7,7,0,5,6,6,6,7,7,5,0,5,0,6,0,7,60,7,5,5,5,0,0,75,13,1,2,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,55,90,25,5,2,3,3,5,3,4,4,4,7,100,100,20,70,52,60,0,0,4,4,0,0,3,4,6,0,4,6,0,6,4,5,4,0,0,7,0,0,5,0,0,37,13,11,8,3,5,23.1,0,0,0,0,0.0,7,7,7,7,1,0,10,10,9,1,0,0,1
76,56,90,26,6,6,4,6,6,6,5,5,7,7,80,60,20,60,22,90,0,0,6,0,0,0,6,4,5,3,0,3,0,7,7,6,4,3,48,5,0,0,0,0,0,65,14,2,3,7,6,92.9,0,0,0,0,0.0,8,8,8,0,7,0,35,4,0,0,0,0,1
128,56,90,26,7,6,6,7,6,6,8,7,7,4,80,100,60,56,40,60,0,0,7,0,0,4,5,7,4,5,4,6,7,5,6,6,6,6,44,6,0,0,8,0,0,73,16,2,11,7,5,93.8,0,5,5,0,6.0,0,0,0,0,0,0,23,7,0,7,1,0,1
26,56,90,28,5,6,7,6,7,4,5,6,5,6,100,80,80,68,47,70,0,0,5,0,0,0,4,3,5,7,0,5,0,4,6,4,7,5,40,4,0,0,8,0,4,55,13,8,9,5,5,46.2,0,7,5,0,0.0,8,8,8,9,1,0,7,7,6,2,0,0,1
132,54,60,28,6,5,6,5,4,6,5,3,6,8,100,80,60,68,39,20,0,0,5,0,0,8,6,3,0,0,5,6,0,7,0,5,0,7,0,0,0,0,6,0,0,63,11,1,3,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
568,54,70,30,6,5,8,6,5,3,3,6,4,7,40,20,20,40,30,30,0,0,7,7,0,0,3,4,0,6,6,0,0,0,0,0,0,0,44,5,2,2,2,0,0,62,12,1,1,7,7,100.0,5,2,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,56,80,32,7,6,8,7,6,6,8,7,7,7,60,40,40,60,49,40,0,0,6,8,5,0,5,4,6,4,0,0,0,6,5,5,0,4,0,0,0,0,0,0,0,72,12,3,1,7,8,83.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,55,90,24,6,7,7,6,6,6,6,6,5,8,100,60,20,79,30,60,0,0,7,0,0,0,5,6,6,8,5,7,0,4,5,6,5,5,40,7,6,6,6,0,4,67,12,3,4,7,6,83.3,0,6,0,5,0.0,6,7,6,8,1,0,4,8,6,2,0,0,1
118,55,80,24,6,5,5,5,6,6,6,4,4,8,40,40,80,42,30,40,0,0,7,7,0,4,6,4,5,5,0,3,0,4,4,4,5,6,32,6,1,1,1,0,0,66,14,1,3,8,6,100.0,3,0,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,56,80,31,6,5,7,6,5,6,6,6,6,7,80,40,40,59,27,90,0,0,6,5,0,0,6,4,6,4,0,5,0,8,6,6,0,5,48,6,0,0,5,0,0,66,10,2,3,6,6,90.0,0,0,0,0,0.0,8,8,7,0,5,2,0,0,0,2,0,0,1
125,56,70,35,6,6,6,5,5,6,5,6,6,5,100,60,1,54,58,60,34,0,4,0,6,2,5,4,2,4,0,2,0,4,6,5,7,0,72,5,0,0,8,0,0,55,13,9,10,5,5,38.5,5,5,0,0,0.0,6,5,5,4,3,0,5,6,4,2,0,0,1
101,56,90,26,6,7,6,7,5,6,6,6,6,8,40,40,10,70,28,40,0,0,5,6,0,0,6,5,6,0,0,5,0,5,6,7,7,5,44,5,0,0,6,0,0,58,14,9,12,5,4,42.9,0,0,0,0,0.0,6,7,5,0,7,0,62,8,0,8,0,0,1
58,56,90,32,7,5,7,7,5,4,5,8,8,8,80,100,20,90,50,70,0,0,7,0,0,0,3,6,6,4,0,7,0,8,5,8,6,8,60,5,0,0,5,0,0,67,14,1,3,9,6,100.0,4,0,5,0,0.0,9,6,8,0,9,0,0,6,0,7,0,0,1
107,56,90,28,6,6,3,5,6,5,7,7,6,6,100,100,20,34,54,70,0,0,6,7,0,0,5,4,6,0,0,3,0,6,5,5,5,0,62,6,0,0,7,0,0,71,13,1,2,8,7,100.0,6,0,0,0,0.0,6,7,5,0,6,0,82,6,0,7,0,0,1
26,56,70,31,6,7,6,6,6,6,7,7,7,0,60,1,20,40,19,20,0,0,6,5,0,5,6,4,5,6,0,5,0,6,6,5,6,8,56,5,4,4,4,0,0,75,14,1,1,7,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,56,80,30,5,7,6,7,6,6,5,6,6,7,80,1,60,58,46,40,0,0,5,6,0,3,5,6,4,6,0,2,0,6,6,6,6,7,32,4,3,3,3,0,0,56,14,10,2,5,6,35.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,53,60,0,6,6,6,6,5,7,7,5,7,7,80,40,80,34,52,20,0,0,6,6,0,0,6,2,6,5,6,3,6,6,6,6,6,6,52,0,6,6,7,0,0,66,13,5,5,6,6,69.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
70,56,90,0,6,4,7,7,5,4,6,6,7,7,60,20,0,51,48,30,0,0,6,6,0,0,6,4,6,2,5,2,6,3,8,6,0,8,60,5,2,0,2,0,0,56,11,6,6,5,5,54.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
17,56,70,32,7,8,8,8,5,6,7,6,6,0,80,80,80,55,18,60,0,0,8,9,0,0,6,5,7,7,5,0,0,7,7,7,0,6,0,0,0,0,2,0,0,75,12,3,1,7,7,79.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
36,56,90,0,6,6,7,6,4,5,5,6,6,7,80,40,20,46,18,40,0,0,3,4,0,5,5,4,4,6,0,6,0,3,6,0,0,6,0,6,0,0,5,0,0,57,13,6,11,5,4,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,56,80,30,5,4,3,4,4,0,5,4,4,7,80,60,20,48,38,50,0,0,5,0,0,0,5,3,3,3,0,5,0,5,4,5,3,6,0,3,0,0,4,0,0,51,15,9,10,5,4,46.7,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,56,90,0,7,7,7,7,6,0,7,7,7,9,80,60,40,50,56,70,70,52,7,6,7,6,6,5,7,8,0,6,0,6,0,7,7,7,40,6,6,6,6,0,0,75,10,1,2,8,7,100.0,7,0,6,0,6.0,3,3,3,0,5,2,41,6,7,8,1,0,1
178,56,90,32,8,8,7,7,6,6,7,7,7,9,100,80,60,80,46,70,0,0,8,8,0,4,5,5,7,0,5,8,0,5,0,6,0,4,28,0,0,0,7,0,0,78,13,2,5,7,6,92.3,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,55,70,30,5,5,4,5,5,4,5,3,4,9,91,40,20,30,6,30,38,0,6,0,0,5,5,3,4,6,4,7,0,6,5,5,0,4,36,2,0,0,4,0,0,58,14,6,11,6,4,64.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,56,80,30,6,6,4,5,6,5,6,4,5,7,80,80,40,80,46,70,36,40,8,3,0,0,4,3,0,0,5,0,0,0,0,0,0,0,44,7,0,0,2,0,0,70,8,2,3,6,5,87.5,0,4,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,55,60,30,5,8,3,3,5,8,8,4,8,8,60,80,40,20,10,10,0,0,6,8,0,0,6,5,7,5,8,8,6,8,8,6,0,8,40,6,6,0,6,0,0,79,11,1,1,8,8,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
36,56,80,0,7,7,7,7,4,8,7,7,7,7,40,60,60,46,30,80,0,0,8,6,0,0,4,3,5,0,5,3,0,4,4,5,0,5,0,0,0,0,0,0,0,71,11,4,6,6,5,72.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
101,56,70,35,6,7,7,6,5,7,1,6,6,7,60,60,60,35,0,30,58,0,4,0,0,0,4,1,2,3,6,1,6,3,5,5,6,2,36,2,6,0,7,0,0,47,16,12,13,4,4,31.3,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,55,80,26,6,3,6,6,6,5,6,6,4,5,80,60,40,57,22,30,0,0,5,5,0,3,6,6,5,4,3,5,0,6,3,4,3,0,0,5,0,0,3,0,0,59,16,2,6,7,6,93.8,6,0,0,0,5.0,6,2,3,0,4,0,39,7,0,7,0,0,1
24,56,90,0,6,4,6,5,5,6,6,6,6,8,100,80,20,70,36,20,0,0,7,6,0,0,6,5,4,5,6,5,6,7,7,6,6,7,32,6,6,2,4,0,0,50,11,10,10,4,4,18.2,7,0,0,0,6.0,5,4,5,0,6,2,25,7,0,8,1,0,1
