id,Source.Name,conduct_two_assessments,trainee_number,gender,stem_units,completion_method,quality_group_score,cognition,initial_rating_score,final_instructor_score,sea_command,land_command,command_final,thinking_ability_final,sea_performance_final,teamwork_final,stress_resilience_final,persistence_final,motivation,structures_test,sea_rowing,sea_rowing_test,fuel_regulator_test,navigation_test,gps_test,fire_extinguishing_test,marine_navigation_radar_test,professional_lecture,lecture_from_home,submarine_heating_exercise,topographic_map_exercise,raft_exercise,ps2_exercise,commander_qualities_exercise,billion_dollar_exercise,rowing,ship_interception_exercise,hole_digging,sociometric_stretchers,journey_1,journey_2,sociometric_rope,crawls,hydraulic_system_test,submarine_watch_exercise,m16_disassembly,m16_assembly,m16_final,psychologist_interview,psychologist_final,naval_officers_formula_score,number_of_trainees_in_group,commander_sociometric_position,friend_sociometric_position,commander_sociometric_ninths,friend_sociometric_ninths,commander_sociometric_percentile,cubes_in_darkness,pull_up_exercise,acid_stream_exercise,rowing_competition,material_evacuation_exercise,machinery_component_understanding,machinery_mechanical_system_analysis,machinery_drawing_analysis,machinery_understanding_physical_forces,machinery_final_suitability_score,machinery_recommendation,electronics_simulator_score,electronics_electrical_circuit_test,electronics_interview,electronics_final_suitability_score,electronics_recommendation
4400,4.2.24.XLSX,,52,unknown,3,completed,54,70,29,3,5,2,3,3,4,3,2,2,6,0,0,0,47,40,20,0,0,4,6,0,3,4,4,0,5,4,5,5,7,6,3,3,4,0,4,0,0,2,0,0,40,14,14,14,3,4,7.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4401,4.2.24.XLSX,,143,unknown,0,not_completed,55,80,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4402,4.2.24.XLSX,,207,unknown,3,completed,56,80,31,4,4,6,5,5,4,5,5,3,3,80,60,0,43,24,50,0,0,7,6,0,0,2,5,5,6,0,5,5,4,0,0,6,5,60,5,0,0,5,0,0,63,16,2,4,7,6,93.8,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
4403,4.2.24.XLSX,,197,unknown,0,not_completed,54,70,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4404,4.2.24.XLSX,,138,unknown,2,completed,56,90,30,2,3,3,3,4,2,3,3,3,6,100,0,60,68,0,100,0,40,6,2,0,3,5,4,2,3,0,5,5,6,5,5,5,3,0,0,0,0,0,0,0,40,12,11,4,4,5,16.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4405,4.2.24.XLSX,,221,unknown,2,completed,56,90,31,2,4,2,2,3,5,4,5,5,5,100,60,40,89,50,50,0,0,7,0,0,3,4,6,3,0,4,4,3,0,5,4,3,0,0,0,0,0,0,0,0,59,12,3,5,7,5,83.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4406,4.2.24.XLSX,,182,unknown,2,completed,56,80,34,6,4,6,5,6,7,6,6,7,0,100,80,20,61,16,30,0,0,3,0,0,3,8,5,7,5,6,7,0,9,5,7,0,0,44,3,0,0,1,0,0,56,15,7,6,5,5,60.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4407,4.2.24.XLSX,,164,unknown,3,completed,55,70,31,4,4,7,5,4,4,5,5,6,7,60,60,0,48,34,60,0,0,3,0,0,0,3,3,4,3,3,3,0,4,7,4,0,3,0,0,0,0,0,0,0,47,14,10,10,4,4,35.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4408,4.2.24.XLSX,,243,unknown,2,completed,56,90,26,7,7,6,6,7,7,7,7,7,7,100,20,20,67,19,40,0,0,6,6,0,0,6,5,7,8,5,8,0,7,5,5,0,0,5,0,0,0,5,0,5,71,13,2,9,6,5,92.3,0,6,5,0,0.0,2,1,1,2,2,0,4,6,2,3,0
4409,4.2.24.XLSX,,20,unknown,3,completed,55,70,30,3,7,3,3,3,6,5,4,3,0,100,40,60,64,64,40,0,0,6,4,0,2,5,2,2,1,0,2,0,5,0,0,0,6,0,4,0,0,3,0,0,60,15,8,13,5,4,53.3,0,5,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4410,4.2.24.XLSX,,128,unknown,2,completed,55,80,26,3,3,3,3,2,5,5,2,5,6,60,60,20,53,42,40,0,0,4,4,0,0,2,1,4,2,0,3,0,3,6,4,4,6,40,3,0,0,4,0,0,43,13,10,9,4,5,30.8,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4411,4.2.24.XLSX,,0,unknown,0,not_completed,56,90,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4412,4.2.24.XLSX,2.0,147,unknown,2,completed,56,90,31,3,6,3,2,4,6,5,4,4,9,60,60,80,89,52,30,0,0,4,6,0,6,4,5,4,4,6,3,0,5,6,5,0,4,60,6,0,0,2,0,0,52,9,7,7,4,4,33.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4413,4.2.24.XLSX,,38,unknown,2,completed,56,90,30,7,5,7,6,7,5,6,7,7,8,80,100,60,43,28,30,0,0,8,7,4,4,4,5,4,4,0,6,6,2,5,6,4,4,0,0,0,0,0,0,0,51,14,14,14,3,3,7.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4414,4.2.24.XLSX,,524,unknown,2,completed,56,90,30,3,4,2,2,3,3,3,3,3,6,40,60,40,77,38,0,0,0,3,4,0,0,2,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,6,0,0,37,13,13,13,2,3,7.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4415,4.2.24.XLSX,,100,unknown,2,completed,56,90,28,3,2,3,3,7,5,6,5,7,2,100,80,80,60,48,70,0,0,5,3,2,3,2,4,2,4,0,3,4,5,5,6,2,4,0,0,0,0,0,0,0,42,14,13,10,3,5,14.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4416,4.2.24.XLSX,,137,unknown,0,not_completed,56,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4417,4.2.24.XLSX,,90,unknown,2,completed,56,90,0,8,7,8,8,7,8,8,8,8,8,100,20,20,77,23,60,0,0,7,0,0,7,0,6,7,7,7,0,4,4,5,9,6,0,0,0,0,0,0,0,0,78,13,1,5,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4418,4.2.24.XLSX,,286,unknown,0,completed,56,90,29,2,4,2,2,2,1,3,3,2,2,80,100,20,55,32,40,0,0,3,0,2,0,0,2,3,1,3,2,3,3,2,5,2,0,20,0,0,0,3,0,0,36,16,16,16,3,4,6.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4419,4.2.24.XLSX,,198,unknown,3,completed,56,80,33,4,4,3,4,6,5,6,5,6,4,0,100,40,70,32,50,0,0,6,5,3,4,6,4,2,4,0,2,5,6,6,6,6,6,0,0,0,0,0,0,0,59,13,6,1,5,7,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4420,4.2.24.XLSX,,184,unknown,3,completed,56,80,30,4,4,4,4,3,5,4,5,6,2,0,60,20,67,26,70,0,0,3,4,0,0,4,3,5,0,7,3,0,5,5,0,0,0,0,0,0,0,0,0,0,46,15,9,14,4,4,43.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4421,4.2.24.XLSX,,338,unknown,2,completed,54,70,28,3,4,3,3,3,4,3,3,3,4,0,0,0,75,12,20,0,0,5,7,0,0,3,1,4,0,4,0,0,0,2,4,0,0,0,0,0,0,5,0,0,39,10,10,9,2,2,10.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4422,4.2.24.XLSX,,142,unknown,0,not_completed,56,90,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4423,4.2.24.XLSX,,182,unknown,3,completed,56,90,35,6,4,5,5,5,7,6,6,4,1,100,60,80,90,62,40,0,0,6,5,0,0,7,3,2,0,7,2,0,5,5,5,5,0,0,4,0,0,6,0,0,60,13,6,9,6,5,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4424,4.2.24.XLSX,,94,unknown,3,not_completed,54,70,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4425,4.2.24.XLSX,,123,unknown,2,completed,56,90,25,6,7,8,8,6,0,5,6,5,5,80,80,40,80,54,60,78,90,6,8,3,5,0,4,5,4,0,7,0,0,0,6,5,2,0,0,5,4,4,0,0,63,12,4,7,6,5,75.0,4,0,4,0,4.0,8,9,9,0,9,1,38,5,6,6,1
4425,4.2.24.XLSX,,123,unknown,2,completed,56,90,25,6,7,8,8,6,0,5,6,5,5,80,80,40,80,54,60,78,90,6,8,3,5,0,4,5,4,0,7,0,0,0,6,5,2,0,0,5,4,4,0,0,63,12,4,7,6,5,75.0,4,0,4,0,4.0,8,9,9,0,9,1,38,5,6,6,1
4426,4.2.24.XLSX,,66,unknown,0,not_completed,54,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4427,4.2.24.XLSX,,304,unknown,0,completed,56,80,30,4,4,3,4,6,6,5,4,5,3,80,0,20,54,30,24,0,0,6,0,0,0,6,1,5,6,2,6,0,7,6,6,6,6,0,0,0,0,0,0,0,57,14,5,4,6,5,67.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4428,4.2.24.XLSX,,73,unknown,0,completed,56,80,30,6,3,5,5,6,5,4,5,5,7,100,60,40,54,48,20,0,0,6,5,0,0,5,7,5,4,5,0,0,5,5,6,5,0,28,6,0,0,5,0,0,49,12,7,11,5,3,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4429,4.2.24.XLSX,,111,unknown,3,completed,54,60,36,5,7,3,6,5,5,8,8,6,3,40,100,40,45,24,20,0,0,8,7,0,0,5,5,6,0,0,3,0,2,5,5,6,0,36,0,0,0,7,0,0,78,13,3,1,7,7,84.6,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4430,4.2.24.XLSX,,130,unknown,3,completed,55,70,31,4,4,4,4,5,0,5,3,3,5,80,60,40,48,23,60,70,74,6,6,0,4,3,4,4,3,0,2,0,5,0,5,5,6,0,4,3,3,3,0,0,62,12,2,1,7,7,91.7,3,0,5,0,3.0,0,0,0,0,0,0,0,0,0,0,0
4430,4.2.24.XLSX,,130,unknown,3,completed,55,70,31,4,4,4,4,5,0,5,3,3,5,80,60,40,48,23,60,70,74,6,6,0,4,3,4,4,3,0,2,0,5,0,5,5,6,0,4,3,3,3,0,0,62,12,2,1,7,7,91.7,3,0,5,0,3.0,0,0,0,0,0,0,0,0,0,0,0
4431,4.2.24.XLSX,,76,unknown,3,completed,56,90,27,1,2,2,1,2,1,1,2,5,0,100,100,20,52,16,20,0,0,4,4,2,0,1,2,2,0,3,1,0,4,5,5,0,2,52,2,0,0,7,0,0,30,11,10,10,3,4,18.2,0,5,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
4432,4.2.24.XLSX,,122,unknown,3,completed,55,70,31,2,2,0,2,1,0,4,2,2,4,40,60,20,53,4,60,70,42,4,1,2,6,0,1,2,1,0,5,0,0,0,4,5,5,0,0,3,3,3,0,0,36,12,12,3,3,6,8.3,4,0,4,0,4.0,0,0,0,0,0,0,0,0,0,0,0
4432,4.2.24.XLSX,,122,unknown,3,completed,55,70,31,2,2,0,2,1,0,4,2,2,4,40,60,20,53,4,60,70,42,4,1,2,6,0,1,2,1,0,5,0,0,0,4,5,5,0,0,3,3,3,0,0,36,12,12,3,3,6,8.3,4,0,4,0,4.0,0,0,0,0,0,0,0,0,0,0,0
4433,4.2.24.XLSX,,241,unknown,3,completed,53,60,26,2,4,4,2,4,3,4,3,4,2,100,60,20,22,12,20,0,0,4,6,0,4,2,2,4,2,0,5,0,5,0,0,4,0,28,3,0,0,4,0,0,43,10,8,10,3,4,30.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4434,4.2.24.XLSX,,37,unknown,0,completed,55,80,0,3,4,3,4,5,5,5,4,5,6,60,100,60,42,34,60,0,0,3,3,0,0,3,5,3,2,5,4,4,3,5,5,4,3,28,5,3,3,3,0,0,43,12,11,4,3,5,16.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4435,4.2.24.XLSX,,53,unknown,2,completed,55,70,30,3,4,3,3,4,5,3,4,5,7,100,70,40,56,82,50,0,0,6,7,2,0,3,4,4,8,3,7,2,4,3,5,3,3,0,0,0,0,0,0,0,58,10,2,1,6,7,95.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4436,4.2.24.XLSX,,22,unknown,0,not_completed,55,80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4437,4.2.24.XLSX,,89,unknown,0,completed,55,60,36,2,1,1,1,2,1,2,2,6,7,60,60,60,42,34,40,0,0,1,6,0,0,1,3,4,3,1,4,0,6,5,2,3,6,32,2,0,0,3,0,0,32,11,9,9,3,4,27.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4438,4.2.24.XLSX,,241,unknown,3,completed,54,70,28,4,3,3,4,3,7,6,3,7,5,100,40,80,66,43,20,0,0,3,6,0,0,6,2,8,2,6,2,0,6,6,6,0,0,3,0,0,0,7,0,0,59,13,1,1,7,7,100.0,0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4439,4.2.24.XLSX,,274,unknown,3,not_completed,56,80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4440,4.2.24.XLSX,,128,unknown,2,not_completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4441,4.2.24.XLSX,,246,unknown,0,not_completed,56,90,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4442,4.2.24.XLSX,,11,unknown,0,not_completed,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4443,4.2.24.XLSX,,313,unknown,0,not_completed,56,80,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4444,4.2.24.XLSX,,54,unknown,0,completed,53,60,28,4,4,4,4,4,4,4,3,6,4,0,0,0,0,0,0,0,0,2,2,0,3,5,4,4,4,5,4,4,5,4,5,6,0,36,3,0,0,5,0,0,44,11,7,5,5,5,40.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4444,4.2.24.XLSX,,105,unknown,3,completed,53,60,28,3,3,2,2,3,2,4,3,3,7,0,60,60,57,34,50,0,0,4,3,2,4,2,3,0,4,4,2,4,3,2,5,5,4,0,0,0,0,0,0,0,43,10,7,10,4,2,35.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4445,4.2.24.XLSX,,173,unknown,2,completed,56,90,29,6,7,5,6,7,5,6,5,6,4,100,80,40,78,62,60,0,0,8,0,0,6,5,5,0,5,0,6,0,4,4,0,0,8,60,7,0,0,7,0,0,72,13,2,2,7,6,92.3,0,0,0,0,0.0,0,0,0,0,0,2,0,4,0,3,0
4446,4.2.24.XLSX,,117,unknown,2,completed,54,60,0,4,5,7,5,3,4,5,4,4,8,100,40,40,60,18,10,0,0,3,7,0,7,4,4,7,4,5,4,0,6,6,6,0,6,36,4,0,0,5,0,0,55,11,5,11,5,3,63.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4447,4.2.24.XLSX,,243,unknown,2,completed,56,90,27,4,4,4,4,6,4,5,5,4,3,100,60,80,70,38,40,48,38,8,0,0,0,3,6,7,8,6,5,0,6,4,0,6,0,0,7,0,0,6,0,0,56,12,6,7,5,5,58.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4448,4.2.24.XLSX,,256,unknown,2,not_completed,55,80,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4449,4.2.24.XLSX,,188,unknown,2,completed,56,90,27,3,3,3,3,3,4,4,3,5,5,0,60,60,68,49,70,0,0,4,3,0,0,3,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,48,15,6,7,6,6,63.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4450,4.2.24.XLSX,,89,unknown,3,completed,56,80,33,4,3,4,4,3,4,4,6,5,1,80,60,60,44,24,30,50,0,5,0,0,4,4,3,2,4,4,3,0,5,5,5,0,4,48,5,0,0,6,0,0,56,14,3,7,7,5,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4451,4.2.24.XLSX,,85,unknown,0,not_completed,56,90,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4452,4.2.24.XLSX,,88,unknown,0,completed,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4453,4.2.24.XLSX,,0,unknown,0,completed,54,70,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4454,4.2.24.XLSX,,24,unknown,0,completed,56,70,0,5,4,5,6,3,5,6,7,7,8,100,80,40,21,30,50,0,0,7,0,0,0,3,1,4,3,1,3,0,6,2,5,0,4,0,0,0,0,0,0,0,56,14,8,6,5,5,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4455,4.2.24.XLSX,,132,unknown,0,completed,56,90,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4456,4.2.24.XLSX,,196,unknown,2,completed,56,80,33,4,5,3,2,4,4,4,5,4,6,100,60,60,68,56,60,0,0,8,6,0,0,3,4,0,4,0,0,0,4,5,0,0,5,56,6,0,0,7,0,0,57,13,7,5,5,6,53.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4457,4.2.24.XLSX,,195,unknown,3,completed,56,90,34,4,3,4,4,4,5,3,4,4,6,100,100,40,64,54,30,0,0,5,0,0,0,2,3,0,0,0,0,0,5,0,6,0,6,64,4,0,0,2,0,0,42,12,10,10,3,4,25.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4458,4.2.24.XLSX,,295,unknown,3,completed,56,80,28,4,6,6,5,4,5,5,4,5,0,2,10,2,32,10,30,0,0,7,6,0,0,3,5,5,6,5,4,0,5,5,5,0,0,52,6,0,0,3,0,0,59,16,8,6,5,6,56.3,0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4459,4.2.24.XLSX,,92,unknown,2,completed,54,70,24,2,3,0,3,3,0,3,4,4,1,80,80,20,78,58,60,80,50,4,4,1,6,2,3,2,2,0,3,0,5,0,0,3,8,60,2,0,0,5,0,0,39,9,7,9,3,3,33.3,1,0,3,0,2.0,0,0,0,0,0,0,0,0,0,0,0
4459,4.2.24.XLSX,,92,unknown,2,completed,54,70,24,2,3,0,3,3,0,3,4,4,1,80,80,20,78,58,60,80,50,4,4,1,6,2,3,2,2,0,3,0,5,0,0,3,8,60,2,0,0,5,0,0,39,9,7,9,3,3,33.3,1,0,3,0,2.0,0,0,0,0,0,0,0,0,0,0,0
4460,4.2.24.XLSX,,120,unknown,0,completed,56,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4461,4.2.24.XLSX,,112,unknown,3,completed,54,70,30,2,4,2,3,3,3,4,3,3,1,80,60,20,33,2,20,0,0,6,6,2,0,3,3,2,2,6,3,5,6,6,6,6,5,36,2,2,2,2,0,0,54,15,6,11,5,5,66.7,5,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
4462,4.2.24.XLSX,,202,unknown,3,completed,54,60,28,3,3,3,3,4,4,5,4,5,3,80,80,20,78,8,40,0,0,6,6,0,0,4,3,4,2,0,3,0,5,4,4,0,5,48,5,0,0,3,0,0,42,10,10,7,2,4,10.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4463,4.2.24.XLSX,,14,unknown,3,completed,56,80,33,7,7,6,7,7,7,8,7,8,6,80,80,40,70,40,40,0,0,7,7,0,7,7,6,7,6,5,6,0,3,6,6,5,6,20,5,0,0,7,0,0,79,16,1,1,8,7,100.0,6,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0
4464,4.2.24.XLSX,,151,unknown,2,completed,56,90,25,5,7,8,7,6,5,8,7,8,4,100,80,40,70,44,30,0,0,5,0,0,2,7,7,0,0,0,3,0,7,0,8,0,8,68,0,0,0,8,0,0,72,13,2,3,7,6,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4465,4.2.24.XLSX,,186,unknown,3,completed,54,70,27,5,6,4,6,6,6,6,6,6,6,80,40,60,57,56,60,0,0,6,5,0,5,6,7,6,4,6,6,0,6,6,6,6,0,44,4,5,5,5,0,0,67,13,2,3,8,7,92.3,6,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
4466,4.2.24.XLSX,,78,unknown,2,completed,56,80,30,6,6,6,6,6,6,7,5,6,5,80,80,60,55,55,60,88,62,5,7,4,5,0,3,4,5,0,5,0,0,5,0,5,2,64,7,0,0,3,0,0,57,10,8,5,4,5,30.0,4,0,4,0,6.0,2,2,2,0,4,3,70,7,7,5,2
4466,4.2.24.XLSX,,78,unknown,2,completed,56,80,30,6,6,6,6,6,6,7,5,6,5,80,80,60,55,55,60,88,62,5,7,4,5,0,3,4,5,0,5,0,0,5,0,5,2,64,7,0,0,3,0,0,57,10,8,5,4,5,30.0,4,0,4,0,6.0,2,2,2,0,4,3,70,7,7,5,2
4467,4.2.24.XLSX,,310,unknown,3,completed,55,80,28,5,3,4,3,5,4,5,6,5,8,100,100,60,57,1,60,0,0,5,5,0,5,6,6,6,0,5,7,0,4,5,5,6,0,0,4,0,0,4,0,0,58,15,2,3,7,6,93.3,5,5,0,0,0.0,5,2,2,4,2,0,4,3,2,3,0
4467,4.2.24.XLSX,,169,unknown,3,not_completed,55,80,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4468,4.2.24.XLSX,,243,unknown,0,not_completed,56,70,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4469,4.2.24.XLSX,,70,unknown,0,completed,55,60,33,2,1,2,2,2,2,3,1,3,5,80,100,20,74,38,20,0,0,3,0,0,3,1,1,3,1,3,6,0,3,5,5,5,0,32,5,3,3,3,0,0,33,15,14,5,4,6,13.3,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
4470,4.2.24.XLSX,,214,unknown,3,completed,54,60,33,3,2,4,3,3,2,4,3,6,2,80,80,1,33,14,10,0,0,3,4,0,0,3,2,3,2,0,4,2,6,5,5,3,6,32,2,0,0,2,0,0,42,15,10,3,4,6,40.0,0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4471,4.2.24.XLSX,,100,unknown,3,completed,55,80,29,4,6,6,6,5,7,3,6,5,4,80,80,40,65,40,60,0,0,4,0,6,0,4,3,4,4,5,5,0,4,7,6,6,6,0,5,0,0,9,0,0,45,13,11,11,3,4,23.1,0,0,6,0,6.0,0,0,0,0,0,0,0,0,0,0,0
4472,4.2.24.XLSX,,0,unknown,3,completed,56,70,33,4,5,5,5,5,7,4,5,5,3,0,40,40,58,22,30,0,0,6,6,0,0,6,5,7,0,5,6,0,7,7,0,6,0,0,0,0,0,5,0,0,62,13,2,3,7,7,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4472,4.2.24.XLSX,,94,unknown,0,completed,56,70,33,5,7,7,5,6,6,7,7,6,7,80,40,60,43,62,10,0,0,7,6,0,0,3,5,4,8,0,5,3,5,5,5,4,5,0,0,5,5,5,0,0,67,14,8,11,4,4,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
